id,coursemoduleid,userid,completionstate,viewed,overrideby,timemodified
1780,104,165,1,0.0,,1553700319
1781,269,165,1,0.0,,1553700401
1782,266,294,1,1.0,,1553701009
1783,89,217,2,0.0,,1553701128
1861,89,45,2,0.0,,1553770736
1785,89,190,2,0.0,,1553702225
1768,265,344,1,1.0,,1553705105
1787,267,58,1,0.0,,1553706114
1788,287,58,0,1.0,,0
1789,93,190,2,0.0,,1553706262
1790,89,57,2,0.0,,1553708061
1791,269,222,1,0.0,,1553708870
1792,85,344,1,0.0,,1553709151
1794,89,194,3,0.0,,1553709772
1795,95,190,2,0.0,,1553710482
1796,267,95,1,0.0,,1553711011
1798,265,250,1,1.0,,1553711975
1799,89,344,2,0.0,,1553712948
1800,265,58,1,1.0,,1553714031
1801,266,58,1,1.0,,1553714575
1802,263,378,1,0.0,,1553714627
1797,287,95,2,1.0,,1553717835
1804,89,73,2,0.0,,1553717943
1805,265,73,0,1.0,,0
1806,89,381,2,0.0,,1553718674
1807,289,290,0,1.0,,0
1808,280,290,1,0.0,,1553719831
1809,269,290,1,0.0,,1553719833
1810,283,290,1,0.0,,1553719857
1811,282,290,1,0.0,,1553719858
1812,284,290,1,0.0,,1553719861
