id,coursemoduleid,userid,completionstate,viewed,overrideby,timemodified
1813,278,290,1,0.0,,1553719863
1814,281,290,1,0.0,,1553719866
1815,286,290,1,0.0,,1553719867
1816,279,290,1,0.0,,1553719870
1817,285,290,1,0.0,,1553719872
1686,265,381,1,1.0,,1553719876
1818,93,381,3,0.0,,1553724631
1819,95,381,2,0.0,,1553724933
1820,267,328,1,0.0,,1553724954
1822,267,126,1,0.0,,1553732184
1823,287,126,0,1.0,,0
1825,266,362,1,1.0,,1553759493
1827,93,217,2,0.0,,1553761803
1828,50,2,0,1.0,,0
1829,95,217,2,0.0,,1553763283
1830,97,217,2,0.0,,1553763993
1831,99,217,2,0.0,,1553764553
1832,101,217,2,0.0,,1553764839
1803,89,363,2,0.0,,1553765066
1833,97,190,2,0.0,,1553765134
1835,93,340,2,0.0,,1553765932
1836,103,217,2,0.0,,1553766176
1837,93,377,2,0.0,,1553766184
1838,99,190,2,0.0,,1553766287
1839,95,377,2,0.0,,1553766590
1840,261,182,1,0.0,,1553766805
1841,95,340,2,0.0,,1553766985
1842,97,377,2,0.0,,1553767380
1843,99,377,2,0.0,,1553767673
1844,85,182,1,0.0,,1553768424
1834,89,377,2,0.0,,1553768466
1845,97,340,2,0.0,,1553768865
1846,101,190,2,0.0,,1553769274
1847,105,217,2,0.0,,1553769848
1848,85,217,1,0.0,,1553769876
1784,88,217,1,0.0,,1553769880
1849,90,217,1,0.0,,1553769919
1851,92,217,1,0.0,,1553769925
1852,94,217,1,0.0,,1553769928
1853,96,217,1,0.0,,1553769929
1854,98,217,1,0.0,,1553769930
1855,100,217,1,0.0,,1553769932
1856,102,217,1,0.0,,1553769933
1857,104,217,1,0.0,,1553769934
1858,89,182,3,0.0,,1553770332
1859,99,340,2,0.0,,1553770368
6193,222,757,1,0.0,,1562274250
1850,91,217,1,0.0,,1553770470
1860,88,182,1,0.0,,1553770482
1863,101,340,2,0.0,,1553771322
1864,91,377,1,0.0,,1553771967
1865,265,103,0,1.0,,0
1866,103,190,2,0.0,,1553773031
1867,100,340,1,0.0,,1553773190
1868,98,340,1,0.0,,1553773209
1869,96,340,1,0.0,,1553773215
1870,94,340,1,0.0,,1553773218
1871,92,340,1,0.0,,1553773221
1872,103,340,2,0.0,,1553773618
1873,105,190,2,0.0,,1553774116
1874,85,190,1,0.0,,1553774202
1875,88,190,1,0.0,,1553774208
3569,277,378,1,0.0,,1556647888
1826,89,340,2,0.0,,1553775713
1885,105,340,2,0.0,,1553774503
1821,287,328,2,1.0,,1553843530
1824,265,362,1,1.0,,1554275131
1883,104,190,1,0.0,,1554109649
1882,102,190,1,0.0,,1554109647
1881,100,190,1,0.0,,1554109645
1880,98,190,1,0.0,,1554109642
1878,94,190,1,0.0,,1554109637
1877,92,190,1,0.0,,1554109634
1876,90,190,1,0.0,,1554109632
1793,88,344,1,0.0,,1555498235
3570,277,259,1,0.0,,1556647901
6166,305,726,1,0.0,,1562037835
1886,93,45,2,0.0,,1553775273
1967,265,367,1,1.0,,1553898822
1968,266,367,1,1.0,,1553898874
1969,289,367,0,1.0,,0
1887,88,340,1,0.0,,1553775462
1888,265,294,0,1.0,,0
1891,90,340,1,0.0,,1553775933
1892,102,340,1,0.0,,1553775939
1893,104,340,1,0.0,,1553775941
1970,103,45,2,0.0,,1553919985
1894,267,294,1,0.0,,1553776220
1971,105,45,2,0.0,,1553922488
1895,287,294,0,1.0,,0
1972,267,353,1,0.0,,1553932897
1889,85,340,1,0.0,,1553776526
1897,93,170,2,0.0,,1553780298
1898,266,340,1,1.0,,1553780406
1900,289,80,0,1.0,,0
1901,103,90,2,0.0,,1553783616
1902,105,90,2,0.0,,1553784397
1903,267,266,1,0.0,,1553788786
6194,225,757,1,0.0,,1562274587
1905,99,45,2,0.0,,1553789851
1906,265,253,1,1.0,,1553790310
1908,266,253,1,1.0,,1553790448
1909,101,45,2,0.0,,1553791069
1910,89,189,2,0.0,,1553794512
1911,97,45,2,0.0,,1553796047
1973,287,353,0,1.0,,0
1912,85,90,1,0.0,,1553796443
1913,88,90,1,0.0,,1553796453
1914,90,90,1,0.0,,1553796456
1915,91,90,1,0.0,,1553796460
1916,104,90,1,0.0,,1553796529
1917,102,90,1,0.0,,1553796531
1918,100,90,1,0.0,,1553796533
1919,98,90,1,0.0,,1553796538
1920,96,90,1,0.0,,1553796540
1921,94,90,1,0.0,,1553796543
1922,92,90,1,0.0,,1553796545
1923,93,383,2,0.0,,1553798822
1924,95,383,2,0.0,,1553799215
1925,97,383,2,0.0,,1553799744
1926,99,383,2,0.0,,1553800108
1927,101,383,2,0.0,,1553800365
1928,103,383,2,0.0,,1553800986
1929,105,383,2,0.0,,1553801501
6215,336,918,1,1.0,,1562323525
6235,329,489,1,1.0,,1562394470
1907,287,266,2,1.0,,1553818252
1936,261,385,1,0.0,,1553818986
1937,265,174,0,1.0,,0
1938,266,174,1,1.0,,1553823728
1939,289,174,0,1.0,,0
1941,89,369,2,0.0,,1553832191
6253,89,486,2,0.0,,1562558149
1943,285,340,1,0.0,,1553838629
1944,267,340,1,0.0,,1553838929
1945,287,340,2,1.0,,1553846710
1946,289,340,0,1.0,,0
6315,225,1001,1,0.0,,1562603307
1896,265,340,1,1.0,,1553847596
1974,289,353,0,1.0,,0
1890,91,340,1,0.0,,1555401090
1948,89,328,2,0.0,,1553848509
1949,267,190,1,0.0,,1553852776
1950,89,280,3,0.0,,1553852778
1951,287,190,0,1.0,,0
6330,100,989,1,0.0,,1562667232
1953,289,294,0,1.0,,0
1954,282,217,0,0.0,,1553857807
1975,267,344,1,0.0,,1553934920
1931,265,383,1,1.0,,1554383701
1940,287,369,2,1.0,,1553865536
1955,289,369,0,1.0,,0
1956,263,259,1,0.0,,1553873208
1958,276,378,1,0.0,,1553873562
1957,264,259,1,1.0,,1553875105
1959,276,259,1,0.0,,1553875888
6343,264,989,1,1.0,,1562677961
1962,93,363,2,0.0,,1553884093
1963,266,344,1,1.0,,1553892394
1964,89,367,2,0.0,,1553894172
1965,265,334,0,1.0,,0
1977,289,95,0,1.0,,0
1978,89,95,2,0.0,,1553938117
6356,328,924,2,0.0,,1562685574
1981,286,198,0,0.0,,1553954148
1982,265,198,0,1.0,,0
6399,334,383,1,1.0,,1562770966
1985,265,195,0,1.0,,0
1986,267,195,1,0.0,,1553964296
1976,287,344,2,1.0,,1553987155
1987,269,344,1,0.0,,1553992840
1988,280,344,1,0.0,,1553992848
1989,283,344,1,0.0,,1553992852
1990,282,344,1,0.0,,1553992864
1991,284,344,1,0.0,,1553993065
1992,278,344,1,0.0,,1553993069
1993,281,344,1,0.0,,1553993071
1994,286,344,1,0.0,,1553993073
1995,279,344,1,0.0,,1553993075
1996,285,344,1,0.0,,1553993079
1997,90,344,1,0.0,,1553993794
1998,285,369,1,0.0,,1554035455
1999,91,344,1,0.0,,1554036486
2000,93,344,2,0.0,,1554037563
2001,95,344,2,0.0,,1554038906
2002,94,344,1,0.0,,1554039504
1899,265,234,1,1.0,,1556016367
6415,99,1025,2,0.0,,1562829413
6426,96,1025,1,0.0,,1562830863
6436,269,989,1,0.0,,1562834115
6446,281,989,1,0.0,,1562847943
6454,261,400,1,0.0,,1562866180
2003,92,344,1,0.0,,1554039506
2004,93,369,2,0.0,,1554044962
6167,303,924,1,0.0,,1562139781
2006,95,369,2,0.0,,1554046063
2007,97,369,2,0.0,,1554047340
2008,99,369,2,0.0,,1554048101
2009,101,369,2,0.0,,1554049459
2010,103,369,2,0.0,,1554057825
2011,95,170,2,0.0,,1554101623
2012,97,170,2,0.0,,1554102350
2013,289,90,0,1.0,,0
2014,99,170,2,0.0,,1554105840
2015,96,344,1,0.0,,1554107636
1879,96,190,1,0.0,,1554109640
1884,91,190,1,0.0,,1554109675
2016,97,344,2,0.0,,1554109694
2017,267,201,1,0.0,,1554111753
2018,287,201,0,1.0,,0
2019,101,170,2,0.0,,1554112342
2020,99,344,2,0.0,,1554112689
2021,101,344,2,0.0,,1554114015
2022,100,344,1,0.0,,1554116252
2023,98,344,1,0.0,,1554116253
2024,102,344,1,0.0,,1554116260
2025,103,344,2,0.0,,1554116626
2026,103,170,2,0.0,,1554117613
2027,265,382,1,1.0,,1554118176
2028,266,382,1,1.0,,1554118193
2029,105,344,2,0.0,,1554118410
2030,104,344,1,0.0,,1554118435
2031,267,382,1,0.0,,1554118537
2032,105,170,2,0.0,,1554118731
2035,265,50,0,1.0,,0
2036,265,105,0,1.0,,0
2037,89,347,2,0.0,,1554148024
2039,265,347,1,1.0,,1554148851
2041,266,378,1,1.0,,1554195844
2042,285,382,0,0.0,,1554197682
2040,287,382,2,1.0,,1554206706
2043,289,382,0,1.0,,0
2044,105,369,2,0.0,,1554216181
2045,89,382,2,0.0,,1554216322
2047,88,369,1,0.0,,1554216542
2048,90,369,1,0.0,,1554216548
2049,92,369,1,0.0,,1554216550
2050,94,369,1,0.0,,1554216558
2051,96,369,1,0.0,,1554216565
2052,98,369,1,0.0,,1554216574
2053,100,369,1,0.0,,1554216576
2054,102,369,1,0.0,,1554216582
2055,104,369,1,0.0,,1554216585
2056,85,369,1,0.0,,1554216649
2100,289,167,0,1.0,,0
2046,91,369,1,0.0,,1555245003
2057,269,369,1,0.0,,1554218182
2058,280,369,1,0.0,,1554218187
2059,283,369,1,0.0,,1554218191
2060,282,369,1,0.0,,1554218195
2061,284,369,1,0.0,,1554218197
2062,278,369,1,0.0,,1554218203
2063,281,369,1,0.0,,1554218205
2064,286,369,1,0.0,,1554218211
2065,279,369,1,0.0,,1554218211
2066,85,382,1,0.0,,1554218677
2067,93,382,2,0.0,,1554220106
2068,91,382,1,0.0,,1554220179
2069,90,382,1,0.0,,1554220180
2070,88,382,1,0.0,,1554220183
2071,92,382,1,0.0,,1554220188
2072,95,382,2,0.0,,1554220928
2073,94,382,1,0.0,,1554221491
2074,97,382,2,0.0,,1554222196
2075,99,382,2,0.0,,1554223117
2076,96,382,1,0.0,,1554224264
2077,98,382,1,0.0,,1554224265
2078,101,382,2,0.0,,1554224522
2079,100,382,1,0.0,,1554224551
2080,267,290,1,0.0,,1554229164
2081,93,347,2,0.0,,1554229254
2083,289,68,0,1.0,,0
2084,261,339,1,0.0,,1554272125
2085,285,339,1,0.0,,1554272246
2086,279,339,1,0.0,,1554272251
2087,286,339,1,0.0,,1554272252
2088,281,339,1,0.0,,1554272255
2089,278,339,1,0.0,,1554272256
2090,284,339,1,0.0,,1554272259
2091,282,339,1,0.0,,1554272262
2092,283,339,1,0.0,,1554272264
2093,280,339,1,0.0,,1554272267
2094,269,339,1,0.0,,1554272268
2095,89,362,2,0.0,,1554276419
2096,103,382,2,0.0,,1554281943
2097,105,382,2,0.0,,1554284940
2098,102,382,1,0.0,,1554285004
2099,104,382,1,0.0,,1554285007
6195,305,266,1,0.0,,1562283070
2104,265,372,0,1.0,,0
2105,266,372,1,1.0,,1554300297
2106,287,372,0,1.0,,0
2107,93,246,2,0.0,,1554307186
2108,95,347,2,0.0,,1554313917
2109,97,347,2,0.0,,1554319102
2110,95,363,2,0.0,,1554320666
2111,265,161,0,1.0,,0
2112,89,387,2,0.0,,1554358049
3571,277,383,1,0.0,,1556647917
2114,88,387,1,0.0,,1554358103
2115,289,362,0,1.0,,0
2116,93,387,2,0.0,,1554359138
2117,90,387,1,0.0,,1554359262
2118,92,387,1,0.0,,1554359265
2119,94,387,1,0.0,,1554359269
2082,287,290,2,1.0,,1555440755
6216,267,254,1,0.0,,1562323848
2038,88,347,1,0.0,,1556463531
6236,91,865,1,0.0,,1562396211
6254,329,581,1,1.0,,1562575308
6316,93,989,2,0.0,,1562651871
2120,95,387,2,0.0,,1554359481
2121,97,387,2,0.0,,1554359872
2122,96,387,1,0.0,,1554359926
2123,98,387,1,0.0,,1554359931
2124,99,387,2,0.0,,1554360100
2125,102,387,1,0.0,,1554360122
2126,101,387,2,0.0,,1554365536
2127,100,387,1,0.0,,1554365568
2128,103,387,2,0.0,,1554365823
2129,105,387,2,0.0,,1554366268
2130,104,387,1,0.0,,1554366288
2131,91,387,1,0.0,,1554366307
2113,85,387,1,0.0,,1554366413
2132,289,387,0,1.0,,0
2133,267,299,1,0.0,,1554377697
2134,265,299,1,1.0,,1554377862
2136,266,383,1,1.0,,1554383721
2137,89,284,3,0.0,,1554386628
2138,93,284,2,0.0,,1554389254
2139,95,284,2,0.0,,1554390244
2140,263,277,1,0.0,,1554392029
2141,97,284,2,0.0,,1554392160
2142,276,277,1,0.0,,1554392341
2143,99,284,2,0.0,,1554394119
2144,265,277,0,1.0,,0
2145,266,277,1,1.0,,1554394442
2146,266,274,1,1.0,,1554396521
2147,289,274,0,1.0,,0
2148,264,45,1,1.0,,1554398079
2149,265,274,1,1.0,,1554398310
2150,276,45,1,0.0,,1554398614
2151,263,45,1,0.0,,1554399091
2153,97,363,2,0.0,,1554400433
2154,266,135,1,1.0,,1554402693
2155,289,135,0,1.0,,0
2156,99,363,2,0.0,,1554405257
2157,101,363,2,0.0,,1554406516
2158,263,383,1,0.0,,1554448490
2159,264,383,1,1.0,,1554448881
2160,276,383,1,0.0,,1554450164
6168,305,924,1,0.0,,1562139789
6196,303,266,1,0.0,,1562283082
6217,287,254,0,1.0,,0
2166,90,383,1,0.0,,1554455734
2167,91,383,1,0.0,,1554455735
2168,92,383,1,0.0,,1554455737
2169,94,383,1,0.0,,1554455741
2170,96,383,1,0.0,,1554455744
2171,98,383,1,0.0,,1554455745
2172,100,383,1,0.0,,1554455749
2173,102,383,1,0.0,,1554455750
6237,88,865,1,0.0,,1562396215
2175,85,339,1,0.0,,1554458838
2177,93,328,2,0.0,,1554482521
2178,95,328,2,0.0,,1554483575
2179,89,286,3,0.0,,1554485487
2180,285,50,1,0.0,,1554486783
2181,279,50,1,0.0,,1554486785
2182,286,50,1,0.0,,1554486787
2183,281,50,1,0.0,,1554486789
2184,278,50,1,0.0,,1554486791
2185,284,50,1,0.0,,1554486792
2186,282,50,1,0.0,,1554486796
2187,97,328,2,0.0,,1554489263
2188,283,50,1,0.0,,1554491651
2189,280,50,1,0.0,,1554491652
2190,269,50,1,0.0,,1554491654
2191,267,362,1,0.0,,1554517049
2192,287,362,0,1.0,,0
2193,265,99,0,1.0,,0
2194,280,165,1,0.0,,1554549509
2195,283,165,1,0.0,,1554549511
2196,282,165,1,0.0,,1554549516
2197,284,165,1,0.0,,1554549518
2198,278,165,1,0.0,,1554549520
2199,281,165,1,0.0,,1554549522
2200,286,165,1,0.0,,1554549524
2201,279,165,1,0.0,,1554549526
2202,285,165,1,0.0,,1554549529
2203,99,347,2,0.0,,1554648798
2204,266,48,1,1.0,,1554649818
2205,289,48,0,1.0,,0
2206,101,347,2,0.0,,1554653206
2207,103,347,2,0.0,,1554656412
2208,105,347,2,0.0,,1554658904
2209,103,363,2,0.0,,1554678743
2210,105,363,2,0.0,,1554680775
2211,91,363,1,0.0,,1554680893
2212,289,363,0,1.0,,0
2213,289,118,0,1.0,,0
2214,266,259,1,1.0,,1554734903
2215,265,259,1,1.0,,1554736399
2216,289,259,0,1.0,,0
2217,103,284,2,0.0,,1554742580
2218,105,284,2,0.0,,1554743025
2228,104,284,1,0.0,,1554743432
2219,91,284,1,0.0,,1554743356
2220,90,284,1,0.0,,1554743365
2221,88,284,1,0.0,,1554743370
2222,92,284,1,0.0,,1554743372
2223,94,284,1,0.0,,1554743375
2224,96,284,1,0.0,,1554743377
2225,98,284,1,0.0,,1554743384
2226,100,284,1,0.0,,1554743389
2227,102,284,1,0.0,,1554743397
2229,85,284,1,0.0,,1554743452
2230,265,146,1,1.0,,1554819851
2231,89,294,2,0.0,,1554902003
2232,88,294,1,0.0,,1554902828
3572,277,385,1,0.0,,1556647932
2234,90,347,1,0.0,,1554913223
2235,92,347,1,0.0,,1554913224
2236,96,347,1,0.0,,1554913227
2237,98,347,1,0.0,,1554913228
6255,330,581,1,1.0,,1562576284
2135,91,347,1,0.0,,1556463052
2165,88,383,1,0.0,,1557475257
6317,95,989,2,0.0,,1562652965
2238,100,347,1,0.0,,1554913232
2239,102,347,1,0.0,,1554913234
2240,104,347,1,0.0,,1554913239
2241,94,347,1,0.0,,1554913264
2242,266,347,1,1.0,,1554914203
2243,267,347,1,0.0,,1554914505
2244,265,385,1,1.0,,1554925924
2245,266,385,1,1.0,,1554926007
2246,267,385,1,0.0,,1554926397
2248,88,363,1,0.0,,1554930807
2249,90,363,1,0.0,,1554930810
2250,92,363,1,0.0,,1554930812
2251,94,363,1,0.0,,1554930817
2252,96,363,1,0.0,,1554930821
2253,98,363,1,0.0,,1554930823
2254,100,363,1,0.0,,1554930828
2255,102,363,1,0.0,,1554930830
2256,104,363,1,0.0,,1554930835
2257,267,170,1,0.0,,1554967305
2258,287,170,2,1.0,,1554969811
2259,88,290,1,0.0,,1555007370
2260,89,290,2,0.0,,1555008699
2261,85,95,1,0.0,,1555049431
2262,88,95,1,0.0,,1555049436
2263,289,170,0,1.0,,0
2264,88,45,1,0.0,,1555072135
2265,85,45,1,0.0,,1555072332
2266,92,45,1,0.0,,1555072339
2268,96,45,1,0.0,,1555072354
2269,98,45,1,0.0,,1555072370
6169,293,924,1,0.0,,1562139795
2270,104,45,1,0.0,,1555072382
2271,102,45,1,0.0,,1555072386
2272,100,45,1,0.0,,1555072392
2273,90,45,1,0.0,,1555072445
2274,91,45,1,0.0,,1555072447
2275,90,290,1,0.0,,1555100994
2276,85,290,1,0.0,,1555101110
2277,89,259,2,0.0,,1555112775
2278,93,259,2,0.0,,1555116640
2279,95,259,2,0.0,,1555153386
2280,97,259,2,0.0,,1555172376
2281,99,259,2,0.0,,1555175018
2282,101,259,2,0.0,,1555176092
2283,103,259,2,0.0,,1555178416
2284,105,259,2,0.0,,1555179011
2285,89,88,2,0.0,,1555181083
2327,95,95,2,0.0,,1555527654
2288,93,290,2,0.0,,1555181902
2289,92,290,1,0.0,,1555182036
2328,85,25,1,0.0,,1555572526
2330,289,347,0,1.0,,0
2331,96,95,1,0.0,,1555589827
2287,265,88,1,1.0,,1555183080
2290,266,88,1,1.0,,1555183106
2291,267,88,1,0.0,,1555183635
2292,94,290,1,0.0,,1555184454
2293,95,290,2,0.0,,1555185215
2294,97,290,2,0.0,,1555188220
2295,96,290,1,0.0,,1555188291
2296,287,88,0,1.0,,0
2297,94,328,1,0.0,,1555317953
2298,88,328,1,0.0,,1555317957
2299,90,328,1,0.0,,1555317961
2300,91,328,1,0.0,,1555317965
2301,92,328,1,0.0,,1555317969
2302,99,328,2,0.0,,1555319203
2303,101,328,2,0.0,,1555319765
2304,103,328,2,0.0,,1555324267
2305,102,328,1,0.0,,1555324681
2306,96,328,1,0.0,,1555324685
2307,105,328,2,0.0,,1555325219
2308,85,328,1,0.0,,1555325257
2309,98,328,1,0.0,,1555325265
2310,100,328,1,0.0,,1555325267
2311,104,328,1,0.0,,1555325269
2312,95,246,2,0.0,,1555337563
2313,85,44,1,0.0,,1555364856
2314,99,290,2,0.0,,1555421086
2315,98,290,1,0.0,,1555421122
2316,101,290,2,0.0,,1555427577
2332,97,95,2,0.0,,1555590237
2317,100,290,1,0.0,,1555427980
2318,103,290,2,0.0,,1555434763
2319,102,290,1,0.0,,1555434833
2320,105,290,2,0.0,,1555436005
2321,104,290,1,0.0,,1555436046
2333,266,250,1,1.0,,1555592318
2334,99,95,2,0.0,,1555602203
2286,91,290,1,0.0,,1555436779
2322,90,95,1,0.0,,1555525337
2335,98,95,1,0.0,,1555602220
2323,91,95,1,0.0,,1555525363
2324,93,95,2,0.0,,1555526295
2325,92,95,1,0.0,,1555526338
2326,94,95,1,0.0,,1555527421
2336,100,95,1,0.0,,1555602905
2337,101,95,2,0.0,,1555603046
2338,103,95,2,0.0,,1555610573
2339,102,95,1,0.0,,1555610603
2340,104,95,1,0.0,,1555610992
2341,105,95,2,0.0,,1555611151
2342,264,61,0,1.0,,0
2343,266,61,1,1.0,,1555627543
3573,277,581,1,0.0,,1556647955
2345,93,201,3,0.0,,1555679611
2346,95,201,2,0.0,,1555680071
2347,97,201,2,0.0,,1555680889
2348,99,201,2,0.0,,1555681221
2349,101,201,2,0.0,,1555681442
2350,103,201,2,0.0,,1555681785
2351,105,201,2,0.0,,1555681992
2352,265,61,1,1.0,,1555711367
2353,289,61,0,1.0,,0
2354,89,266,2,0.0,,1555733204
2355,93,266,2,0.0,,1555737031
2356,95,266,2,0.0,,1555738143
2247,287,385,2,1.0,,1556504015
2267,94,45,1,0.0,,1558756664
2357,97,266,2,0.0,,1555742753
2358,85,42,1,0.0,,1555749710
2359,267,259,1,0.0,,1555757142
2360,287,259,0,1.0,,0
2361,99,266,2,0.0,,1555768882
2362,101,266,2,0.0,,1555772855
2363,103,266,2,0.0,,1555775110
2364,105,266,2,0.0,,1555778767
2365,91,266,1,0.0,,1555779649
2366,90,266,1,0.0,,1555779655
2367,92,266,1,0.0,,1555779658
2451,266,234,1,1.0,,1556015447
2452,289,234,0,1.0,,0
2368,85,266,1,0.0,,1555779899
2369,88,266,1,0.0,,1555779908
2370,94,266,1,0.0,,1555779924
2371,96,266,1,0.0,,1555779929
2372,98,266,1,0.0,,1555779934
2373,100,266,1,0.0,,1555779936
2374,102,266,1,0.0,,1555779940
2375,104,266,1,0.0,,1555779943
3574,277,517,1,0.0,,1556647967
2376,285,347,1,0.0,,1555780154
2377,279,347,1,0.0,,1555780162
2378,286,347,1,0.0,,1555780169
2379,281,347,1,0.0,,1555780176
2380,278,347,1,0.0,,1555780182
2381,284,347,1,0.0,,1555780191
2382,282,347,1,0.0,,1555780196
2383,283,347,1,0.0,,1555780201
2384,280,347,1,0.0,,1555780207
2385,269,347,1,0.0,,1555780213
2386,267,123,1,0.0,,1555839168
2387,287,123,0,1.0,,0
2453,283,98,1,0.0,,1556040364
2388,90,201,1,0.0,,1555848779
2344,89,201,2,0.0,,1555849016
2454,282,98,1,0.0,,1556040562
2390,269,105,1,0.0,,1555854261
2391,280,105,1,0.0,,1555854268
2392,283,105,1,0.0,,1555854270
2389,282,105,1,0.0,,1555854272
2393,284,105,1,0.0,,1555854278
2394,278,105,1,0.0,,1555854280
2395,281,105,1,0.0,,1555854282
2396,285,105,1,0.0,,1555854288
2397,279,105,1,0.0,,1555854290
2398,286,105,1,0.0,,1555854296
2399,289,105,0,1.0,,0
2400,85,105,1,0.0,,1555854455
2401,88,105,1,0.0,,1555854464
2402,90,105,1,0.0,,1555854469
2403,91,105,1,0.0,,1555854479
2404,92,105,1,0.0,,1555854491
2405,94,105,1,0.0,,1555854557
2406,96,105,1,0.0,,1555854567
2407,98,105,1,0.0,,1555854575
2408,100,105,1,0.0,,1555854584
2409,102,105,1,0.0,,1555854591
2410,104,105,1,0.0,,1555854595
2411,266,98,1,1.0,,1555880932
2412,289,98,0,1.0,,0
2413,279,98,1,0.0,,1555881293
2414,286,98,1,0.0,,1555881382
2415,281,98,1,0.0,,1555881410
2416,285,98,1,0.0,,1555881632
2417,269,98,1,0.0,,1555883662
2418,89,385,2,0.0,,1555891268
2419,93,385,2,0.0,,1555893719
2420,95,385,2,0.0,,1555894593
2421,97,385,2,0.0,,1555895526
2422,263,385,1,0.0,,1555895917
2423,264,385,1,1.0,,1555896285
2424,276,385,1,0.0,,1555896535
2425,99,385,2,0.0,,1555898773
2426,101,385,2,0.0,,1555899453
2427,103,385,2,0.0,,1555900353
2428,105,385,2,0.0,,1555900644
2430,88,385,1,0.0,,1555901011
2431,90,385,1,0.0,,1555901016
2432,91,385,1,0.0,,1555901018
2433,92,385,1,0.0,,1555901023
2434,94,385,1,0.0,,1555901025
2435,96,385,1,0.0,,1555901029
2436,98,385,1,0.0,,1555901031
2437,100,385,1,0.0,,1555901036
2438,102,385,1,0.0,,1555901038
2439,104,385,1,0.0,,1555901042
2455,93,294,2,0.0,,1556053615
2429,85,385,1,0.0,,1555901456
2440,289,44,0,1.0,,0
2441,269,266,1,0.0,,1556015219
2442,280,266,1,0.0,,1556015223
2443,283,266,1,0.0,,1556015228
2444,282,266,1,0.0,,1556015229
2445,284,266,1,0.0,,1556015234
2446,278,266,1,0.0,,1556015235
2447,281,266,1,0.0,,1556015240
2448,286,266,1,0.0,,1556015242
2449,279,266,1,0.0,,1556015247
2450,285,266,1,0.0,,1556015248
2456,91,170,0,0.0,,1556097656
6170,103,930,2,0.0,,1562154881
2458,265,443,1,1.0,,1556111809
6197,293,266,1,0.0,,1562283103
6218,302,385,1,0.0,,1562324566
2461,263,581,1,0.0,,1556113120
2463,283,587,1,0.0,,1556113147
2464,280,587,1,0.0,,1556113149
2460,269,587,1,0.0,,1556113149
2466,267,443,1,0.0,,1556113978
6238,90,865,1,0.0,,1562396218
2468,276,581,1,0.0,,1556114277
2462,264,581,1,1.0,,1556114393
6256,331,581,0,1.0,,0
6318,97,989,2,0.0,,1562654239
6331,102,989,1,0.0,,1562667235
6344,276,989,1,0.0,,1562678477
2474,265,459,0,1.0,,0
6171,267,470,1,0.0,,1562160955
2477,269,480,1,0.0,,1556116935
2479,266,700,1,1.0,,1556117346
2478,265,632,1,1.0,,1556117579
2480,266,632,1,1.0,,1556117624
6198,304,266,1,0.0,,1562283125
6219,266,427,1,1.0,,1562324574
6239,93,865,2,0.0,,1562397109
6257,332,581,1,1.0,,1562577531
6319,99,989,2,0.0,,1562655295
6332,104,989,1,0.0,,1562667237
2494,263,607,1,0.0,,1556123414
6345,329,924,1,1.0,,1562678763
2496,264,607,1,1.0,,1556124338
6357,329,306,1,1.0,,1562695883
2502,276,607,1,0.0,,1556124626
2507,261,607,1,0.0,,1556126538
2508,265,607,1,1.0,,1556127739
2509,266,607,1,1.0,,1556127810
6416,263,1027,1,0.0,,1562829698
6427,98,1025,1,0.0,,1562830865
2517,263,453,1,0.0,,1556135863
2518,289,453,0,1.0,,0
2516,264,453,1,1.0,,1556136065
2519,263,406,1,0.0,,1556137930
2520,264,406,0,1.0,,0
6437,284,989,1,0.0,,1562835066
2524,265,480,1,1.0,,1556145740
2525,266,480,1,1.0,,1556145913
2526,267,480,1,0.0,,1556146302
2527,287,480,0,1.0,,0
2528,266,554,1,1.0,,1556161228
2529,289,486,0,1.0,,0
2531,263,611,1,0.0,,1556175127
2532,264,611,0,1.0,,0
6447,223,1047,1,0.0,,1562849973
2535,267,167,1,0.0,,1556183865
6455,264,1006,0,1.0,,0
2539,287,167,0,1.0,,0
2540,261,397,1,0.0,,1556187721
2541,261,534,1,0.0,,1556189042
2542,265,591,0,1.0,,0
2543,266,591,1,1.0,,1556189277
2544,267,591,1,0.0,,1556189474
2546,266,586,1,1.0,,1556190205
2548,289,586,0,1.0,,0
6462,266,917,1,1.0,,1562918133
6469,329,369,1,1.0,,1562932699
2554,283,513,0,0.0,,1556196154
6475,222,1004,1,0.0,,1563133541
6480,224,502,1,0.0,,1563190047
2560,99,246,2,0.0,,1556209425
2561,267,484,1,0.0,,1556215750
2562,287,484,0,1.0,,0
2545,287,591,2,1.0,,1556220537
2563,289,591,0,1.0,,0
6491,334,369,1,1.0,,1563297442
2569,261,436,1,0.0,,1556229528
6496,330,90,1,1.0,,1563360663
2571,261,394,1,0.0,,1556233922
2573,266,42,1,1.0,,1556249857
2574,289,42,0,1.0,,0
2575,89,42,2,0.0,,1556251711
2576,88,42,1,0.0,,1556251759
2577,93,42,2,0.0,,1556253716
2578,90,42,1,0.0,,1556253772
3575,277,607,1,0.0,,1556647985
2580,92,42,1,0.0,,1556253778
2581,95,42,2,0.0,,1556254519
2582,94,42,1,0.0,,1556254541
2583,97,42,2,0.0,,1556255742
2584,96,42,1,0.0,,1556255761
2585,99,42,2,0.0,,1556257658
2586,101,42,2,0.0,,1556258183
2587,98,42,1,0.0,,1556258216
2588,100,42,1,0.0,,1556258218
2589,103,42,2,0.0,,1556259023
2590,102,42,1,0.0,,1556259072
