id,itemid,userid,rawgrade,rawgrademax,rawgrademin,rawscaleid,usermodified,finalgrade,hidden,locked,locktime,exported,overridden,excluded,feedback,feedbackformat,information,informationformat,timecreated,timemodified,aggregationstatus,aggregationweight
198,135,98,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
941,135,100,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
937,135,106,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
912,135,119,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
404,135,120,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.90909
925,135,125,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
932,135,130,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
938,135,132,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.47619
903,135,135,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309631,0,,0,,0,,1552309631.0,used,1.0
904,135,136,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309631,0,,0,,0,,1552309631.0,used,1.0
946,135,173,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
935,135,175,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
931,135,189,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.47619
922,135,192,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
918,135,193,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
943,135,197,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
944,135,202,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
945,135,204,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
908,135,209,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.47619
919,135,215,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
914,135,226,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
916,135,227,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
924,135,229,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
906,135,249,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309631,0,,0,,0,,1552309631.0,used,1.0
929,135,251,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
534,135,254,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.46512
907,135,256,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
910,135,269,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
905,135,281,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309631,0,,0,,0,,1552309631.0,used,1.0
940,135,283,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
288,135,291,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.90909
927,135,297,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
947,135,298,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
587,128,3,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
958,128,7,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
933,135,7,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
959,129,7,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
960,130,7,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
961,136,7,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
962,128,12,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
963,129,12,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
964,130,12,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
965,136,12,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
966,128,13,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
967,129,13,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
968,130,13,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
969,136,13,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
970,128,14,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
971,129,14,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
972,130,14,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
973,136,14,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
974,128,15,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
975,129,15,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
976,130,15,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
977,136,15,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
978,128,17,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
813,135,17,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309630,0,,0,,0,,1552309630.0,used,1.0
979,129,17,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
980,130,17,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
981,136,17,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
982,128,18,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
983,129,18,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
984,130,18,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
985,136,18,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
986,128,19,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
987,129,19,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
988,130,19,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
989,136,19,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
952,135,152,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
990,128,20,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
991,129,20,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
949,135,153,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
950,135,32,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
951,135,113,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
957,135,114,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309633,0,,0,,0,,1552309633.0,used,1.0
948,135,139,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
955,135,144,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
2885,126,747,,12.0,0.0,,,6.0,0,0,0,0,0,0,,0,,0,,1556643456.0,unknown,
418,135,217,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.46512
953,135,149,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,0.90909
956,135,267,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309632,0,,0,,0,,1552309632.0,used,1.0
1894,140,165,100.0,100.0,0.0,,165.0,100.0,0,0,0,0,0,0,,0,,0,,1553359101.0,used,0.49505
992,130,20,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
993,136,20,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
994,128,21,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
995,129,21,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
996,130,21,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
997,136,21,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
998,128,22,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
999,129,22,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1000,130,22,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1001,136,22,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1002,128,23,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
860,135,23,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309631,0,,0,,0,,1552309631.0,used,1.0
1003,129,23,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1004,130,23,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1005,136,23,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1006,128,24,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1007,129,24,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1008,130,24,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1009,136,24,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1010,128,26,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1011,129,26,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1012,130,26,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1013,136,26,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1014,128,27,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1015,129,27,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1016,130,27,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1017,136,27,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1018,128,28,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1019,129,28,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1020,130,28,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1021,136,28,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1022,128,29,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1023,129,29,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1024,130,29,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1025,136,29,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1026,128,30,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1027,129,30,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1028,130,30,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1029,136,30,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1030,128,31,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1031,129,31,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1032,130,31,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1033,136,31,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1034,128,32,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1035,129,32,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1036,130,32,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1037,136,32,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1344,130,161,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1038,128,36,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1039,129,36,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1347,129,162,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1040,130,36,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1041,136,36,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1042,128,37,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1043,129,37,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1044,130,37,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1045,136,37,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1046,128,41,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1047,129,41,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1048,130,41,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1049,136,41,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1050,128,46,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
842,135,46,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309630,0,,0,,0,,1552309630.0,used,1.0
1051,129,46,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1052,130,46,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1053,136,46,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1054,128,47,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309647.0,unknown,
1055,129,47,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1056,130,47,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1057,136,47,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1058,128,49,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1059,129,49,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1060,130,49,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1061,136,49,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1062,128,52,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1063,129,52,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1064,130,52,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1065,136,52,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1066,128,53,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1067,129,53,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1068,130,53,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1069,136,53,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1070,128,54,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1071,129,54,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1072,130,54,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1073,136,54,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1074,128,55,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1075,129,55,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1076,130,55,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1077,136,55,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
2131,27,383,,900.0,0.0,,,900.0,0,0,0,0,0,0,,0,,0,,1553801501.0,unknown,
1078,128,60,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1079,129,60,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
130,128,50,,210.0,0.0,,,209.33333,0,0,0,0,0,0,,0,,0,,1553371137.0,unknown,
1081,136,60,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
235,136,61,8.66667,10.0,0.0,,3.0,8.66667,0,0,0,0,0,0,,0,,0,1550763735.0,1551117703.0,used,0.08696
1082,128,62,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1083,129,62,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1084,130,62,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1085,136,62,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1346,128,162,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309650.0,unknown,
1080,130,60,,5.0,1.0,3.0,60.0,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1086,128,63,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1087,129,63,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1088,130,63,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1089,136,63,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1090,128,64,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1091,129,64,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1092,130,64,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1093,136,64,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1094,128,65,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1095,129,65,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1096,130,65,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1097,136,65,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1098,128,66,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1099,129,66,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1100,130,66,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1101,136,66,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1102,128,68,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1103,129,68,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1104,130,68,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1105,136,68,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1106,128,69,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1107,129,69,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1108,130,69,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1109,136,69,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1110,128,70,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1111,129,70,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1112,130,70,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1113,136,70,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1114,128,72,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1115,129,72,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1116,130,72,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1117,136,72,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
2028,139,266,2.0,2.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,,0,,0,,1553531106.0,used,0.0099
2884,127,747,6.0,12.0,0.0,,747.0,6.0,0,0,0,0,0,0,,0,,0,1556643456.0,1556643456.0,used,1.0
3352,28,930,100.0,100.0,0.0,,930.0,100.0,0,0,0,0,0,0,,0,,0,1563783964.0,1563783964.0,used,0.11111
1122,128,74,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1123,129,74,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1124,130,74,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1125,136,74,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1126,128,75,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1127,129,75,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1128,130,75,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1129,136,75,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
3435,138,254,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
3433,132,254,,200.0,0.0,,,130.0,0,0,0,0,0,0,,0,,0,,1562329597.0,unknown,
1895,132,165,,202.0,0.0,,,192.0,0,0,0,0,0,0,,0,,0,,1563288548.0,unknown,
823,135,162,,100.0,0.0,,3.0,100.0,0,0,0,0,1552309630,0,,0,,0,,1552309630.0,used,1.0
1348,130,162,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1120,130,73,,5.0,1.0,3.0,73.0,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1134,128,77,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1135,129,77,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1136,130,77,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1137,136,77,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1138,128,78,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1139,129,78,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1140,130,78,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1141,136,78,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1142,128,79,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1143,129,79,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1144,130,79,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1145,136,79,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1864,138,2,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1915,132,381,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1553373366.0,unknown,
1916,137,381,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1150,128,81,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1151,129,81,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1152,130,81,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1153,136,81,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1154,128,82,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1155,129,82,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1156,130,82,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1157,136,82,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1158,128,83,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1159,129,83,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1160,130,83,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1161,136,83,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1162,128,85,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1163,129,85,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1164,130,85,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1165,136,85,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1166,128,87,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1167,129,87,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1168,130,87,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1169,136,87,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1170,128,89,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1171,129,89,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1172,130,89,,5.0,1.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1173,136,89,,10.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
1174,128,91,,100.0,0.0,,,100.0,0,0,0,0,0,0,,0,,0,,1552309648.0,unknown,
1175,129,91,,100.0,0.0,,,,0,0,0,0,0,0,,0,,0,,,novalue,0.0
